Title,Source,Sentiment,Sentiment_Score
"ইসির সংলাপে ইসলামী ঐক্যজোটের দুপক্ষে তর্ক, একাংশকে বের হয়ে",https://www.prothomalo.com/,Negative,0.7457204461097717
পবিত্র ঈদুল ফিতরের সম্ভাব্য তারিখ জানাল আরব আমিরাত,https://www.prothomalo.com/,Positive,0.9597663879394531
"প্রতিষ্ঠাবার্ষিকীর লেখা বছর বয়সী ইংরেজির শিক্ষক, ফলোয়ার লাখ",https://www.prothomalo.com/,Positive,0.9809162020683289
লাল কার্ড হলুদ কার্ড দেখায় এগিয়ে—মেসি রোনালদো,https://www.prothomalo.com/,Positive,0.8886284232139587
বই পর্যালোচনা রিগ্যান ট্রাম্প: যুক্তরাষ্ট্রের পতন চীনের উত্থানের গল্প,https://www.prothomalo.com/,Negative,0.9344450831413269
ব্যাংকে ‘পরিবারতন্ত্রে’র লাগাম টানছে সরকার,https://www.prothomalo.com/,Negative,0.6511824727058411
সিলেটে মোটরসাইকেলে অ্যাম্বুলেন্সে আগুন দিল দুর্বৃত্তরা,https://www.prothomalo.com/,Negative,0.973152756690979
রাজধানীর হাজারীবাগে মধ্যরাতে বাসে আগুন,https://www.prothomalo.com/,Negative,0.9383884072303772
"আটকে প্রাপ্তবয়স্কদের সনদ পাওয়া বাংলা সিনেমা, নেপথ্যে",https://www.prothomalo.com/,Negative,0.8044301271438599
সাতকানিয়ায় রেললাইনে গাছ ফেলে নাশকতার,https://www.prothomalo.com/,Negative,0.9737704396247864
"লিবিয়া উপকূলে বাংলাদেশি আরোহীবাহী নৌকাডুবি, মৃত্যু",https://www.prothomalo.com/,Negative,0.9889919757843018
আলো এক্সপ্লেইনার গণভোটে ‘না’ জয়ী,https://www.prothomalo.com/,Positive,0.6779548525810242
গাজীপুরে গভীর রাতে গ্রামীণ ব্যাংকে পেট্রলবোমা হামলা,https://www.prothomalo.com/,Negative,0.9714139103889465
"মাদারীপুরে মহাসড়কে গাছ ফেলে অবরোধ, ঘণ্টার চলাচল স্বাভাবিক",https://www.prothomalo.com/,Negative,0.9291902780532837
সিলেটে মোটরসাইকেলে অ্যাম্বুলেন্সে আগুন দিল দুর্বৃত্তরা,https://www.prothomalo.com/,Negative,0.973152756690979
রাজধানীর হাজারীবাগে মধ্যরাতে বাসে আগুন,https://www.prothomalo.com/,Negative,0.9383884072303772
"আটকে প্রাপ্তবয়স্কদের সনদ পাওয়া বাংলা সিনেমা, নেপথ্যে",https://www.prothomalo.com/,Negative,0.8044301271438599
সাতকানিয়ায় রেললাইনে গাছ ফেলে নাশকতার,https://www.prothomalo.com/,Negative,0.9737704396247864
"লিবিয়া উপকূলে বাংলাদেশি আরোহীবাহী নৌকাডুবি, মৃত্যু",https://www.prothomalo.com/,Negative,0.9889919757843018
শেখ হাসিনার মামলার রায় সরাসরি সম্প্রচার হবে: প্রসিকিউটর গাজী মোনাওয়ার,https://www.prothomalo.com/,Negative,0.623699426651001
ফাঁকা ঢাকার আসন চিন্তা বিএনপিতে,https://www.prothomalo.com/,Positive,0.9082857966423035
রুপি কম পাবেন জেনেও চেন্নাই ছাড়লেন জাদেজা,https://www.prothomalo.com/,Negative,0.5948007106781006
"ইসির সংলাপে ইসলামী ঐক্যজোটের দুপক্ষে তর্ক, একাংশকে বের হয়ে",https://www.prothomalo.com/,Negative,0.7457204461097717
পবিত্র ঈদুল ফিতরের সম্ভাব্য তারিখ জানাল আরব আমিরাত,https://www.prothomalo.com/,Positive,0.9597663879394531
"প্রতিষ্ঠাবার্ষিকীর লেখা বছর বয়সী ইংরেজির শিক্ষক, ফলোয়ার লাখ",https://www.prothomalo.com/,Positive,0.9809162020683289
লাল কার্ড হলুদ কার্ড দেখায় এগিয়ে—মেসি রোনালদো,https://www.prothomalo.com/,Positive,0.8886284232139587
বই পর্যালোচনা রিগ্যান ট্রাম্প: যুক্তরাষ্ট্রের পতন চীনের উত্থানের গল্প,https://www.prothomalo.com/,Negative,0.9344450831413269
ব্যাংকে ‘পরিবারতন্ত্রে’র লাগাম টানছে সরকার,https://www.prothomalo.com/,Negative,0.6511824727058411
মতামত পাকিস্তানের ট্রাম্পের আঁতাত বিপজ্জনক,https://www.prothomalo.com/,Negative,0.9913668036460876
মতামত সরকারি পে স্কেলে সংস্কার,https://www.prothomalo.com/,Positive,0.9733282327651978
ক্রাউন সিমেন্ট অভিজ্ঞতার আলো : সিরাজুল ইসলাম চৌধুরী হৃদয়বান বুদ্ধিমান মানুষেরা পৃথিবীটাকে সুন্দর,https://www.prothomalo.com/,Positive,0.994404673576355
সংলাপ: আচরণ বিধিমালা ‘মনোযোগ দিয়ে’ পড়ার আহ্বান সিইসির,https://bangla.bdnews24.com/,Positive,0.7476354241371155
কাদের সিদ্দিকীকে আদালতে হাজিরা লতিফ সিদ্দিকী,https://bangla.bdnews24.com/,Negative,0.9268595576286316
ইস্কাটনে হাতবোমা বিস্ফোরণে পথচারী আহত,https://bangla.bdnews24.com/,Negative,0.8897979855537415
মেয়র হত্যাকাণ্ডের প্রতিবাদে মেক্সিকোজুড়ে জেন-জি বিক্ষোভ,https://bangla.bdnews24.com/,Negative,0.9818359613418579
"রাতে তিন বাসে আগুন, হাতবোমা বিস্ফোরণ",https://bangla.bdnews24.com/,Negative,0.9484719038009644
"সাবেক বিচারপতি মানিক, মন্ত্রীসহ আয়কর নথি জব্দের আদেশ",https://bangla.bdnews24.com/,Negative,0.9416970610618591
অন্বেষার কত্থক নাচের ছন্দে 'আরো দাও প্রাণ',https://bangla.bdnews24.com/,Positive,0.9956259727478027
"অ্যাপল ছাড়তে টিম কুক, হচ্ছেন উত্তরসূরি?",https://bangla.bdnews24.com/,Positive,0.6675191521644592
নোয়াখালীর লোক কথা ‘নোয়াখালী এক্সপ্রেস’,https://bangla.bdnews24.com/,Positive,0.9750226140022278
সেকেন্ডে ফ্রেম ধারণ ‘ক্যামেরা’,https://bangla.bdnews24.com/,Positive,0.9712042808532715
ওটস আপেল কেক তৈরির পদ্ধতি,https://bangla.bdnews24.com/,Positive,0.9953716397285461
প্লেনের আসন হেলাতে অতিরিক্ত অর্থ যাত্রীদের,https://bangla.bdnews24.com/,Negative,0.8939585089683533
"ম্যাচে গোল, আরেকটি জয়ে বিশ্বকাপের দ্বারপ্রান্তে স্পেন",https://bangla.bdnews24.com/,Positive,0.9558963775634766
শাকিবের ‘প্রিন্সেস’ তাসনিয়া ফারিণ,https://bangla.bdnews24.com/,Positive,0.9109789729118347
মাদকমুক্ত জামালপুর উপহার চাই: শাহ মো. ওয়ারেছ আলী,https://bangla.bdnews24.com/,Positive,0.9425191283226013
অ্যাশেজের বিপর্যস্ত অস্ট্রেলিয়া,https://bangla.bdnews24.com/,Negative,0.893964409828186
বাংলাদেশের ইতিহাসে দ্রুততম সেঞ্চুরির রেকর্ড সোহানের,https://bangla.bdnews24.com/,Positive,0.9854769110679626
হাই কোর্টের ড্রামে লাশ: আসামি পাঁচ দিনের রিমান্ডে,https://bangla.bdnews24.com/,Negative,0.9765450358390808
"কাশ্মীরের শ্রীনগরের থানায় বিস্ফোরণ, নিহত আহত",https://bangla.bdnews24.com/,Negative,0.9466714262962341
শুধুমাত্র বগুড়ায় বাড়ি হওয়ার কারণে যুবকরা বৈষম্যের শিকার হয়েছে: রফিকুল ইসলাম,https://bangla.bdnews24.com/,Negative,0.9093984961509705
ক্ষমতায় ‘আল্লাহর ওপর আস্থা বিশ্বাস সংবিধানে পুনর্বহাল করবে’ বিএনপি,https://bangla.bdnews24.com/,Positive,0.5902726650238037
গিলেস্পি-বোল্যান্ডের ডগেট,https://bangla.bdnews24.com/,Positive,0.6441159248352051
"স্যামসন নয়, রুতুরাজই চেন্নাইয়ের অধিনায়ক",https://bangla.bdnews24.com/,Positive,0.9874976873397827
টেস্টের মাঝপথে হাসপাতালে ভর্তি শুবমান গিল,https://bangla.bdnews24.com/,Negative,0.6695061326026917
দুইবার আইপিএল জয়ী রাসেলকে ছেড়ে দিল কলকাতা,https://bangla.bdnews24.com/,Positive,0.9324982762336731
স্পিনারদের দাপটে জয়ের সুবাস পাচ্ছে ভারত,https://bangla.bdnews24.com/,Positive,0.9633218050003052
"সানজামুলের সেঞ্চুরি, রবিউলের উইকেট",https://bangla.bdnews24.com/,Positive,0.9558711051940918
"ফিফটি, সেঞ্চুরি, সোহানের রেকর্ডময় ইনিংস",https://bangla.bdnews24.com/,Positive,0.9879552125930786
শুভ কিবরিয়া,https://bangla.bdnews24.com/,Positive,0.997664213180542
লুৎফুল হোসেন,https://bangla.bdnews24.com/,Positive,0.9909549355506897
মুত্তাকি বিন কামাল,https://bangla.bdnews24.com/,Positive,0.9980144500732422
আমীন আল রশীদ,https://bangla.bdnews24.com/,Positive,0.9970855116844177
"মাদারীপুরে গাছ ফেলে সড়ক অবরোধ, ঘণ্টা চলাচল বন্ধ",https://bangla.bdnews24.com/,Negative,0.9442705512046814
"‘ঝটিকা মিছিল-নাশকতার চেষ্টা’, আওয়ামী লীগের নেতাকর্মী আটক",https://bangla.bdnews24.com/,Negative,0.968985915184021
মানিকগঞ্জে ছাত্রলীগের সাবেক নেতা গ্রেপ্তার,https://bangla.bdnews24.com/,Negative,0.9265008568763733
কাশিয়ানীতে গাছ ফেলে সড়ক অবরোধের ‘আওয়ামী লীগের’,https://bangla.bdnews24.com/,Negative,0.9721602201461792
সিলেটে গভীররাতে অ্যাম্বুলেন্স বাসে আগুন,https://bangla.bdnews24.com/,Negative,0.9228032231330872
ময়মনসিংহে দাঁড়িয়ে কভার্ড ভ্যানে আগুন,https://bangla.bdnews24.com/,Negative,0.8674788475036621
"ভাড়া ‘তর্ক-হাতাহাতি’, বরিশালে টার্মিনালে ‘শতাধিক’ বাস ভাঙচুর",https://bangla.bdnews24.com/,Negative,0.9425086379051208
বছর তারেকের শাহাদাতের,https://bangla.bdnews24.com/,Negative,0.9463962316513062
চট্টগ্রামে খুনোখুনি কেন?,https://bangla.bdnews24.com/,Negative,0.9309719800949097
‘গায়ে পড়ে ঝগড়া বাঁধালে’ চুপ থাকব না: বিএসপি চেয়ারম্যান,https://bangla.bdnews24.com/,Positive,0.5137424468994141
চট্টগ্রাম বন্দর: এনসিটি লালদিয়া ইজারার সিদ্ধান্তের প্রতিবাদে মশাল মিছিল,https://bangla.bdnews24.com/,Negative,0.7320847511291504
চট্টগ্রামে ব্যবসায়ীকে ‘ব্লেড দিয়ে খুঁচিয়ে খুঁচিয়ে মারার’ হুমকি,https://bangla.bdnews24.com/,Negative,0.991636335849762
"পরিসর ‘দ্বিগুণ’ চট্টগ্রাম চিড়িয়াখানার, প্রাণী জাদুঘরও",https://bangla.bdnews24.com/,Positive,0.8877226710319519
"চট্টগ্রামে মোবাইল মেকানিক খুন, গ্রেপ্তার",https://bangla.bdnews24.com/,Negative,0.9286436438560486
যুক্তরাষ্ট্রের সান ডিয়াগো উপকূলে নৌকা উল্টে মৃত্যু,https://bangla.bdnews24.com/,Negative,0.9579817056655884
মেয়র হত্যাকাণ্ডের প্রতিবাদে মেক্সিকোজুড়ে জেন-জি বিক্ষোভ,https://bangla.bdnews24.com/,Negative,0.9818359613418579
"ঝড় ক্লাদিয়ায় পতুর্গালে নিহত , ব্রিটেনে বন্যা",https://bangla.bdnews24.com/,Negative,0.9523062705993652
"বাংলাদেশি লিবিয়া উপকূলে নৌকাডুবি, লাশ উদ্ধার",https://bangla.bdnews24.com/,Negative,0.9845728278160095
সামরিক উত্তেজনা বাড়ায় ভেনেজুয়েলাকে মার্কিন কর্মকর্তাদের বৈঠক,https://bangla.bdnews24.com/,Negative,0.9764254689216614
হরমুজ প্রণালীতে ট্যাঙ্কার আটক ইরান,https://bangla.bdnews24.com/,Negative,0.978731632232666
সেকেন্ডে ফ্রেম ধারণ ‘ক্যামেরা’,https://bangla.bdnews24.com/,Positive,0.9712042808532715
"অ্যাপল ছাড়তে টিম কুক, হচ্ছেন উত্তরসূরি?",https://bangla.bdnews24.com/,Positive,0.6675191521644592
"অ্যাপল, ওপেনএআইয়ের বিরুদ্ধে এক্স, এক্সএআইয়ের মামলা ‘চলবে’",https://bangla.bdnews24.com/,Negative,0.8672180771827698
ইনস্টাগ্রামের ব্রডকাস্ট চ্যানেলের টিকটকে ‘বুলেটিন বোর্ড’,https://bangla.bdnews24.com/,Positive,0.804598867893219
ঝুঁকিপূর্ণ কনটেন্ট সামাজিক শিশুদের নাগালেই,https://bangla.bdnews24.com/,Negative,0.9641647338867188
চ্যাটজিপিটিতে মজার ব্যক্তিত্ব ‘কোয়ার্কি’,https://bangla.bdnews24.com/,Positive,0.9908623695373535
প্লেনের আসন হেলাতে অতিরিক্ত অর্থ যাত্রীদের,https://bangla.bdnews24.com/,Negative,0.8939585089683533
সুপারনোভার ‘জন্মমুহূর্ত’ দেখলেন বিজ্ঞানীরা,https://bangla.bdnews24.com/,Positive,0.8146246075630188
অন্বেষার কত্থক নাচের ছন্দে 'আরো দাও প্রাণ',https://bangla.bdnews24.com/,Positive,0.9956259727478027
নোয়াখালীর লোক কথা ‘নোয়াখালী এক্সপ্রেস’,https://bangla.bdnews24.com/,Positive,0.9750226140022278
শাকিবের ‘প্রিন্সেস’ তাসনিয়া ফারিণ,https://bangla.bdnews24.com/,Positive,0.9109789729118347
ওয়ারফেজের নেপথ্যের গল্প শোনাবেন টিপু,https://bangla.bdnews24.com/,Positive,0.9675906300544739
অমিতাভ রেজার সহযাত্রী সহযোদ্ধা হলেন,https://bangla.bdnews24.com/,Positive,0.8913854360580444
শাকিবের নায়িকা হানিয়া আমির? রহস্য ভাঙলেন নায়ক,https://bangla.bdnews24.com/,Negative,0.5144742131233215
‘দিদি নম্বর ’: রচনার মীর সঞ্চালনায়,https://bangla.bdnews24.com/,Positive,0.9857980608940125
ফুয়াদের সুরে কনার ‘ভিতর বাহিরে’,https://bangla.bdnews24.com/,Positive,0.8691692352294922
ওটস আপেল কেক তৈরির পদ্ধতি,https://bangla.bdnews24.com/,Positive,0.9953716397285461
নভেম্বর রাশিফল,https://bangla.bdnews24.com/,Positive,0.9895333647727966
ঢাকা মেকার্সের হাতে কলমে শেখার উৎসব,https://bangla.bdnews24.com/,Positive,0.9264463782310486
ছোট বসার ঘর যেভাবে বড় দেখানো যায়,https://bangla.bdnews24.com/,Positive,0.9879814982414246
ব্যস্ত শহরে রান্নার বন্ধু ‘রেডি টু কুক’,https://bangla.bdnews24.com/,Positive,0.9882549047470093
সময় বাঁচিয়ে সাজগোজ,https://bangla.bdnews24.com/,Positive,0.9947072267532349
কই মাছ ভুনা রান্নার সহজ রেসিপি,https://bangla.bdnews24.com/,Positive,0.9971503615379333
সালসা নাচ শিখতে চাইলে,https://bangla.bdnews24.com/,Positive,0.9924591183662415
"মৌসুমে গোল করলেও লাভ নেই, কেইনের চাওয়া দলীয় শিরোপা",https://bangla.bdnews24.com/,Positive,0.8023889064788818
"ম্যাচে গোল, আরেকটি জয়ে বিশ্বকাপের দ্বারপ্রান্তে স্পেন",https://bangla.bdnews24.com/,Positive,0.9558963775634766
টিভিতে রোববারের খেলা,https://bangla.bdnews24.com/,Positive,0.994860053062439
সেনেগালের বিপক্ষে জয়ের হাসি ব্রাজিলের,https://bangla.bdnews24.com/,Positive,0.9570788145065308
বিশ্বকাপের দেড় লাখ জনসংখ্যার দেশ কুরাসাও,https://bangla.bdnews24.com/,Negative,0.5494768023490906
ভারতকে হারিয়ে ‘প্রথম জয়’ পেতে শোমিত,https://bangla.bdnews24.com/,Positive,0.615683913230896
ফারুক মঈনউদ্দীন,https://bangla.bdnews24.com/,Positive,0.9971498847007751
কামরুল আহসান,https://bangla.bdnews24.com/,Positive,0.995703399181366
আশরাফ আহমেদ,https://bangla.bdnews24.com/,Positive,0.9960024952888489
মনিকা চক্রবর্তী,https://bangla.bdnews24.com/,Positive,0.9950372576713562
নভেম্বর,https://bangla.bdnews24.com/,Positive,0.6964197158813477
নোঙর তুলল শতবর্ষী পিএস মাহসুদ,https://bangla.bdnews24.com/,Positive,0.9766004085540771
পুলিশ নামছে পোশাকে,https://bangla.bdnews24.com/,Positive,0.9593017101287842
ঠান্ডা হাওয়ায় ভিড় বেড়েছে কম্বলের বাজারে,https://bangla.bdnews24.com/,Positive,0.9563873410224915
জাপানি কবিতা ‘হাইকু’: তিন লাইনের বিস্ময়,https://bangla.bdnews24.com/,Positive,0.9928923845291138
"চীনের অচিন পথে, ষষ্ঠ পর্ব",https://bangla.bdnews24.com/,Positive,0.9844730496406555
মাইগ্র্যান্ট ব্যান্ড: সিঙ্গাপুরে বাংলাদেশি শ্রমিকদের গানের দল,https://bangla.bdnews24.com/,Positive,0.9686170220375061
ভলতেয়ার: কয়েদি নাট্যকার হওয়ার গল্প,https://bangla.bdnews24.com/,Negative,0.9504602551460266
"চীনের অচিন পথে, পঞ্চম পর্ব",https://bangla.bdnews24.com/,Positive,0.9858261942863464
কর্মশালায় অংশ আত্মবিশ্বাস বেড়েছে,https://bangla.bdnews24.com/,Positive,0.9909313917160034
রাণীনগরে ক্রীড়া প্রতিযোগিতা,https://bangla.bdnews24.com/,Positive,0.9877605438232422
"টাঙ্গাইলের প্রাথমিকে ‘প্লে-গ্রাউন্ড’ স্থাপন, উচ্ছ্বসিত শিক্ষার্থীরা",https://bangla.bdnews24.com/,Positive,0.9661820530891418
স্কুলে সংগীত শিক্ষক চাই,https://bangla.bdnews24.com/,Positive,0.9943208694458008
কথার জাদুতে অমর হুমায়ূন আহমেদ,https://bangla.bdnews24.com/,Positive,0.9972283244132996
মনের যত্ন নেওয়াও জরুরি,https://bangla.bdnews24.com/,Positive,0.9938325881958008
বাল্যবিয়ে মুক্ত দেশের স্বপ্ন দেখি,https://bangla.bdnews24.com/,Positive,0.7260855436325073
এআই ব্যবহারের সীমা কোথায়?,https://bangla.bdnews24.com/,Positive,0.9434804320335388
তৃতীয় চালানে যুক্তরাষ্ট্র টন গম,https://bangla.bdnews24.com/,Positive,0.9345610737800598
"ডাচ্-বাংলার এজেন্ট ব্যাংকিংয়ে 'টাকা আত্মসাৎ', এমডিসহ বিরুদ্ধে মামলা",https://bangla.bdnews24.com/,Negative,0.8004791140556335
জমি-ফ্ল্যাট বিক্রি: দ্বিতীয়বার ফি পারবে ডেভেলপার কোম্পানি,https://bangla.bdnews24.com/,Negative,0.6859862804412842
"কিউকম সিইও রিপন কারাগারে, রিমান্ড শুনানি বুধবার",https://bangla.bdnews24.com/,Positive,0.6498486995697021
দারাজ .: বছরের ‘সবচেয়ে বড় ছাড়ে’ ঘরের সেরা পণ্য কেনার সময় এখনই!,https://bangla.bdnews24.com/,Positive,0.9689707159996033
রবির ব্র্যান্ড অ্যাম্বাসেডর হলেন ফুটবলার হামজা,https://bangla.bdnews24.com/,Positive,0.970215916633606
"হ্যান্ডসেটের শুল্ক কমানো, বাজারে ফোন বৈধ চায় বিটিআরসি",https://bangla.bdnews24.com/,Positive,0.9077746868133545
দেশে প্রক্রিয়াজাত খাদ্যের বাজার দশমিক বিলিয়ন ডলারের: কর্মশালা,https://bangla.bdnews24.com/,Positive,0.9597917795181274
কাঠামোগত সংস্কারে বাংলাদেশ ‘উল্লেখযোগ্য’ অগ্রগতি করেছে: আইএমএফ,https://bangla.bdnews24.com/,Positive,0.9585521221160889
লালদিয়া বন্দর নির্মাণ-পরিচালনার পাচ্ছে ডেনমার্কের এপিএম টার্মিনালস,https://bangla.bdnews24.com/,Negative,0.6876404285430908
একনেকে টাকার প্রকল্প অনুমোদন,https://bangla.bdnews24.com/,Positive,0.9117864966392517
"মূল্যস্ফীতি কমে .%, মাসের সর্বনিম্ন",https://bangla.bdnews24.com/,Positive,0.841447651386261
মূল্যস্ফীতি শতাংশ সুদহার কমানোর পরামর্শ আইএমএফের,https://bangla.bdnews24.com/,Positive,0.5572165846824646
বিদেশি ঋণ: প্রান্তিকে অর্থছাড় বাড়ল %,https://bangla.bdnews24.com/,Positive,0.7466960549354553
সঞ্চয়পত্রের অর্থ আত্মসাৎ: তদন্তে কমিটি গঠন অর্থ মন্ত্রণালয়ের,https://bangla.bdnews24.com/,Positive,0.6356050968170166
ই-রিটার্ন ‘সমর্থ হলে’ জানাতে নভেম্বরের,https://bangla.bdnews24.com/,Positive,0.9091278314590454
মিউচুয়াল ফান্ড বিধিমালা সংশোধন: বিনিয়োগ পরিচালক হওয়া,https://bangla.bdnews24.com/,Positive,0.8280959129333496
পুঁজিবাজার: লাখের কম বিনিয়োগে মিলবে মার্জিন ঋণ,https://bangla.bdnews24.com/,Positive,0.8391838669776917
মার্জারে শেয়ারধারীদের স্বার্থ রক্ষার সুযোগ নেই: বাংলাদেশ ব্যাংক,https://bangla.bdnews24.com/,Positive,0.7885423302650452
মার্জারে ব্যাংকের শেয়ার লেনদেন স্থগিত,https://bangla.bdnews24.com/,Positive,0.8279909491539001
আইএফআইসি বন্ডে প্রতারণা: সাবেক এমডি সারওয়ারকে টাকা অর্থদণ্ড,https://bangla.bdnews24.com/,Negative,0.6846861243247986
টাকা আত্মসাৎ: রিং শাইনের উদ্যোক্তা পরিচালকসহ বিদেশির দেশত্যাগে নিষেধাজ্ঞা,https://bangla.bdnews24.com/,Negative,0.8562043905258179
ডিবিএ প্রেসিডেন্ট হলেন সাইফুল ইসলাম,https://bangla.bdnews24.com/,Positive,0.9594024419784546
এলআর গ্লোবালের রিয়াজ ইসলাম শেয়ারবাজারে ‘আজীবন নিষিদ্ধ’,https://bangla.bdnews24.com/,Negative,0.887089729309082
ব্রুকলিনে বিজয় উৎসবে মামদানি,https://bangla.bdnews24.com/,Negative,0.7479985952377319
ছবিতে কাঠমান্ডুর বিক্ষোভ,https://bangla.bdnews24.com/,Positive,0.9661937355995178
শেখ হাসিনার পতনের,https://bangla.bdnews24.com/,Negative,0.9159114956855774
সাহসী দিদারুলকে অশ্রুজলে বিদায়,https://bangla.bdnews24.com/,Positive,0.667474091053009
প্যারিস এয়ার শো,https://bangla.bdnews24.com/,Positive,0.9933652281761169
দেশে দেশে ঈদুল ফিতর উদযাপন,https://bangla.bdnews24.com/,Positive,0.9796372056007385
গাজায় ইসরায়েলি নৃশংসতার এক ভোর,https://bangla.bdnews24.com/,Negative,0.9959083795547485
লালসালু তৈরির ধুম,https://bangla.bdnews24.com/,Positive,0.9896634221076965
কাদের সিদ্দিকীকে আদালতে হাজিরা লতিফ সিদ্দিকী,https://bangla.bdnews24.com/,Negative,0.9268595576286316
বছর তারেকের শাহাদাতের,https://bangla.bdnews24.com/,Negative,0.9463962316513062
মাসুদ আহমেদের বহিষ্কারের আদেশ নিল বিএনপি,https://bangla.bdnews24.com/,Negative,0.6805742383003235
সরকার হাত-পা বেঁধে জাপাকে সাঁতারে নামাতে চায়: জিএম কাদের,https://bangla.bdnews24.com/,Negative,0.9750561714172363
আসনে প্রার্থী ঘোষণা গণফোরামের,https://bangla.bdnews24.com/,Positive,0.9813280701637268
টাওয়ার হ্যামলেটসের মেয়রপ্রার্থী সিরাজের সাংবাদিকদের সভা,https://bangla.bdnews24.com/,Negative,0.6402579545974731
বাহরাইনে প্রবাসীদের সচেতনতামূলক মোবাইল কনস্যুলার ক্যাম্প,https://bangla.bdnews24.com/,Positive,0.9101758003234863
কুয়েতে দশকে পাঁচ বাংলাদেশি প্রবাসীর মৃত্যু,https://bangla.bdnews24.com/,Negative,0.9203696846961975
কাউন্সিলরের ভোটের প্রচার: টাওয়ার হ্যামলেটসের প্রতিনিধিদের ডেকেছেন মন্ত্রী,https://bangla.bdnews24.com/,Negative,0.9095433354377747
